id,name,rate,link
95,不一樣珍珠奶茶,4.5/5,https://www.foodpanda.com.tw/restaurant/a8zk/bu-yi-yang-zhen-zhu-nai-cha
96,老賴茶棧 (板橋湳雅店),4.8/5,https://www.foodpanda.com.tw/restaurant/a3fz/lao-lai-cha-zhan-ban-qiao-nan-ya-dian
97,清心福全 (板橋龍興店),4.8/5,https://www.foodpanda.com.tw/restaurant/y9uy/qing-xin-fu-quan-ban-qiao-long-xing-dian
98,舒油頭 (板橋府中店),4.7/5,https://www.foodpanda.com.tw/restaurant/z4jt/shu-you-tou-ban-qiao-fu-zhong-dian
99,涼水庫紅茶冰 (新北土城延吉店),4.8/5,https://www.foodpanda.com.tw/restaurant/a3wf/liang-shui-ku-hong-cha-bing-xin-bei-tu-cheng-yan-ji-dian
100,無憂果飲,4.3/5,https://www.foodpanda.com.tw/restaurant/f7mg/f7mg
101,默沫手作飲品,4.7/5,https://www.foodpanda.com.tw/restaurant/z7ui/mo-mo-shou-zuo-yin-pin
102,清心福全 (板橋館前店),4.8/5,https://www.foodpanda.com.tw/restaurant/d3fo/qing-xin-fu-quan-ban-qiao-guan-qian-dian
103,李記紅茶冰 (板橋莒光店),4.8/5,https://www.foodpanda.com.tw/restaurant/e5fn/li-ji-hong-cha-bing-ban-qiao-ju-guang-dian
104,唐棉 (新北中和民德店),4.8/5,https://www.foodpanda.com.tw/restaurant/x0xj/tang-mian-xin-bei-zhong-he-min-de-dian
105,牛奶妹-紅茶牛奶,4.8/5,https://www.foodpanda.com.tw/restaurant/a1pb/niu-nai-mei-hong-cha-niu-nai
106,手作功夫茶 (土城延和店),4.7/5,https://www.foodpanda.com.tw/restaurant/b8nk/shou-zuo-gong-fu-cha-tu-cheng-yan-he-dian
107,清心福全 (中和橋和路店),4.8/5,https://www.foodpanda.com.tw/restaurant/a6md/qing-xin-fu-quan-zhong-he-qiao-he-lu-dian
108,東尼手工綠豆沙牛奶,4.5/5,https://www.foodpanda.com.tw/restaurant/d5tr/dong-ni-shou-gong-lu-dou-sha-niu-nai
109,清心福全 (板橋莒光店),4.8/5,https://www.foodpanda.com.tw/restaurant/z6an/qing-xin-fu-quan-ban-qiao-ju-guang-dian
110,清心福全 (板橋金華店),4.8/5,https://www.foodpanda.com.tw/restaurant/z2xx/qing-xin-fu-quan-ban-qiao-jin-hua-dian
111,I FRESH鮮果茶 (板橋文化店),4.7/5,https://www.foodpanda.com.tw/restaurant/a2bp/i-fresh-3
112,COMEBUY (新北中和民安店),4.7/5,https://www.foodpanda.com.tw/restaurant/a4zc/comebuy--68
113,清心福全 (板橋松柏店),4.8/5,https://www.foodpanda.com.tw/restaurant/z5jv/qing-xin-fu-quan-ban-qiao-song-bo-dian
114,老賴茶棧 (板橋裕民店),4.8/5,https://www.foodpanda.com.tw/restaurant/a3wp/1573721385-lao-lai-cha-zhan-ban-qiao-yu-min-dian
115,清心福全 (板橋中山店),4.8/5,https://www.foodpanda.com.tw/restaurant/z2ou/qing-xin-fu-quan-ban-qiao-zhong-shan-dian
116,迷客夏 (新北中和店),4.8/5,https://www.foodpanda.com.tw/restaurant/a2xk/mi-ke-xia-xin-bei-zhong-he-dian
117,PickMe皮克米板橋府中店,4.6/5,https://www.foodpanda.com.tw/restaurant/y4fe/pickme-
118,胖達奶茶Milk Tea,4.4/5,https://www.foodpanda.com.tw/restaurant/y4jj/milk-tea
119,中和清心福全（中山店）,4.7/5,https://www.foodpanda.com.tw/restaurant/b2wo/qing-xin-fu-quan-ji-long-dong-xin-dian
120,清心福全 (板橋僑中店),4.8/5,https://www.foodpanda.com.tw/restaurant/y3dr/qing-xin-fu-quan-ban-qiao-qiao-zhong-dian
121,茶朵木teas（莒光店）,4.7/5,https://www.foodpanda.com.tw/restaurant/d9od/cha-duo-mu-teas-ju-guang-dian
122,板橋自己來紅茶鮮乳 (板橋湳雅店),4.7/5,https://www.foodpanda.com.tw/restaurant/b5ue/ban-qiao-zi-ji-lai-hong-cha-xian-ru-ban-qiao-nan-ya-dian-account-status
123,KAJU義式手作冰淇淋 (新北板橋店),4.7/5,https://www.foodpanda.com.tw/restaurant/z3vu/kaju-
124,奇肯炸雞/瑪德蕾努,4.7/5,https://www.foodpanda.com.tw/restaurant/x6mk/qi-ken-zha-ji-ma-de-lei-nu
125,龍鹽酥雞 (板橋南雅店),4.3/5,https://www.foodpanda.com.tw/restaurant/y1ap/long-yan-su-ji-ban-qiao-nan-ya-dian
126,御品炸雞粉圓專賣店,4.6/5,https://www.foodpanda.com.tw/restaurant/y5ox/yu-pin-zha-ji-fen-yuan-zhuan-mai-dian
