id,name,rate,link
95,清心福全 (三重五華店),4.8/5,https://www.foodpanda.com.tw/restaurant/y0uy/qing-xin-fu-quan-san-zhong-wu-hua-dian
96,自己來紅茶鮮乳 (三重三和店),4.7/5,https://www.foodpanda.com.tw/restaurant/z5wo/zi-ji-lai-hong-cha-xian-ru-san-zhong-san-he-dian
97,濤濤綠奶蓋茶,3.7/5,https://www.foodpanda.com.tw/restaurant/f0id/f0id
98,涼水庫紅茶冰 (新北三重溪尾店),4.7/5,https://www.foodpanda.com.tw/restaurant/a9zb/liang-shui-ku-hong-cha-bing-xin-bei-san-zhong-xi-wei-dian
99,唐棉 (新北三重店),4.7/5,https://www.foodpanda.com.tw/restaurant/w5st/tang-mian-xin-bei-san-zhong-dian
100,熊果園 風格.茶飲,4.6/5,https://www.foodpanda.com.tw/restaurant/f0al/f0al
101,飲料炸物專賣店 (新北蘆洲店),4.3/5,https://www.foodpanda.com.tw/restaurant/z7jh/yin-liao-zha-wu-zhuan-mai-dian-xin-bei-lu-zhou-dian
102,清心福全冷飲站 (蘆洲民族店),4.8/5,https://www.foodpanda.com.tw/restaurant/y4qd/qing-xin-fu-quan-lu-zhou-min-zu-dian
103,清心福全 (三重力行店),4.8/5,https://www.foodpanda.com.tw/restaurant/y5do/qing-xin-fu-quan-san-zhong-li-xing-dian
104,COMEBUY (三重大同店),4.8/5,https://www.foodpanda.com.tw/restaurant/a7xk/comebuy--6
105,七盞茶 (三重自強店),4.7/5,https://www.foodpanda.com.tw/restaurant/e5oc/qi-zhan-cha-san-zhong-zi-qiang-dian
106,陳記九龍城香港茶 (新北三重店),4.7/5,https://www.foodpanda.com.tw/restaurant/z2le/chen-ji-jiu-long-cheng-xiang-gang-cha-xin-bei-san-zhong-dian
107,涼水庫紅茶冰 (新北三重文化北路),4.8/5,https://www.foodpanda.com.tw/restaurant/a1ha/liang-shui-ku-hong-cha-bing-xin-bei-san-zhong-wen-hua-bei-lu
108,清心福全 (三重龍門店),4.7/5,https://www.foodpanda.com.tw/restaurant/a6gl/qing-xin-fu-quan-san-zhong-long-men-dian
109,涼水庫紅茶冰 (新北三重車路頭店),4.6/5,https://www.foodpanda.com.tw/restaurant/a0mo/liang-shui-ku-hong-cha-bing-xin-bei-san-zhong-che-lu-tou-dian
110,康青龍 (三重台北橋店),4.8/5,https://www.foodpanda.com.tw/restaurant/b9bz/kang-qing-long-san-zhong-tai-bei-qiao-dian
111,好了啦紅茶冰 (三重格致店),4.6/5,https://www.foodpanda.com.tw/restaurant/e9wn/hao-liao-la-hong-cha-bing-san-zhong-ge-zhi-dian
112,涼水庫紅茶冰 (蘆洲信義店),4.8/5,https://www.foodpanda.com.tw/restaurant/d7li/liang-shui-ku-hong-cha-bing-lu-zhou-xin-yi-dian
113,原品手作專業茶飲店,4.3/5,https://www.foodpanda.com.tw/restaurant/e5ug/yuan-pin-shou-zuo-zhuan-ye-cha-yin-dian
114,康青龍 (三重車路頭店),4.8/5,https://www.foodpanda.com.tw/restaurant/y6ah/kang-qing-long-san-zhong-che-lu-tou-dian
115,寶島紅茶冰和香港雞蛋仔,4.4/5,https://www.foodpanda.com.tw/restaurant/f0ml/f0ml
116,健康冷泡茶,5月5日,https://www.foodpanda.com.tw/restaurant/e0jc/--247
117,桃鳳湯,4.6/5,https://www.foodpanda.com.tw/restaurant/f3bf/f3bf
118,茶大叔 (新北三重店),4.7/5,https://www.foodpanda.com.tw/restaurant/e8gp/cha-da-shu-xin-bei-san-zhong-dian
119,50嵐 (三重重新店),4.8/5,https://www.foodpanda.com.tw/restaurant/f4dy/50--237
120,八爪鮮泡茶,4.6/5,https://www.foodpanda.com.tw/restaurant/z1qe/ba-zhua-xian-pao-cha
121,南海茶道 (三重五華店),4.9/5,https://www.foodpanda.com.tw/restaurant/b2tk/nan-hai-cha-dao-san-zhong-wu-hua-dian
122,吮指王 (三重大同店),4.8/5,https://www.foodpanda.com.tw/restaurant/d5pm/shun-zhi-wang-san-zhong-da-tong-dian
123,歹嘴斗鹽酥雞,4.3/5,https://www.foodpanda.com.tw/restaurant/z9xg/dai-zui-dou-yan-su-ji
124,胖老爹美式炸雞 (三重台北橋店),4.7/5,https://www.foodpanda.com.tw/restaurant/y9yg/pang-lao-die-mei-shi-zha-ji-san-zhong-tai-bei-qiao-dian
125,胖老爹美式炸雞 (三重重新橋店),4.7/5,https://www.foodpanda.com.tw/restaurant/y5wn/pang-lao-die-mei-shi-zha-ji-san-zhong-zhong-xin-qiao-dian
126,雞sir's鹹水雞 (新北長安店),4.5/5,https://www.foodpanda.com.tw/restaurant/z7dw/sir-s
127,豪大大雞排 (新北蘆洲三民店),4.7/5,https://www.foodpanda.com.tw/restaurant/a4sd/hao-da-da-ji-pai-xin-bei-lu-zhou-san-min-dian
128,卜心香雞排 (蘆洲光華店),4.7/5,https://www.foodpanda.com.tw/restaurant/d2zy/bu-xin-xiang-ji-pai-lu-zhou-guang-hua-dian
129,2派克脆皮雞排 (新北三重格致店),4.7/5,https://www.foodpanda.com.tw/restaurant/z5mp/2pai-ke-cui-pi-ji-pai-xin-bei-san-zhong-ge-zhi-dian
130,台南小上海香酥雞,4.7/5,https://www.foodpanda.com.tw/restaurant/z4la/tai-nan-xiao-shang-hai-xiang-su-ji
131,肯德基 (三重正義店),4.5/5,https://www.foodpanda.com.tw/restaurant/y0gs/ken-de-ji-san-zhong-zheng-yi-dian
132,爆Q美式炸雞(蘆洲店),4.7/5,https://www.foodpanda.com.tw/restaurant/f3vj/-q-
133,胖老爹美式炸雞 (三重自強店),4.7/5,https://www.foodpanda.com.tw/restaurant/y3kh/pang-lao-die-mei-shi-zha-ji-san-zhong-zi-qiang-dian
134,雞大爺 (三重五華店),4.6/5,https://www.foodpanda.com.tw/restaurant/b4be/ji-da-ye-san-zhong-wu-hua-dian
135,炸雞汪,4.3/5,https://www.foodpanda.com.tw/restaurant/z6zf/zha-ji-wang
136,爆漿雞排,4.1/5,https://www.foodpanda.com.tw/restaurant/z3oh/bao-jiang-ji-pai
137,奇肯炸雞 (蘆洲和平店),4.5/5,https://www.foodpanda.com.tw/restaurant/y1bg/qi-ken-zha-ji-lu-zhou-he-ping-dian
138,比臉大G排 (新北五華店),4.6/5,https://www.foodpanda.com.tw/restaurant/b3rm/-g--8
139,咕咕谷鹹酥雞,4.5/5,https://www.foodpanda.com.tw/restaurant/z2is/gu-gu-gu-xian-su-ji
140,胖老爹美式炸雞 (三重三民店),4.7/5,https://www.foodpanda.com.tw/restaurant/b0bi/pang-lao-die-mei-shi-zha-ji-san-zhong-san-min-dian
141,山姆大叔美式炸雞 (新北三重店),4.5/5,https://www.foodpanda.com.tw/restaurant/a8px/shan-mu-da-shu-mei-shi-zha-ji-xin-bei-san-zhong-dian
142,淡大無名去骨鹽水雞,5月5日,https://www.foodpanda.com.tw/restaurant/f3lp/f3lp
143,島瓜滷味 (三重文化北店),4.8/5,https://www.foodpanda.com.tw/restaurant/f2hw/f2hw
144,崧田滷味,4.7/5,https://www.foodpanda.com.tw/restaurant/f7tw/f7tw
145,桶一天下 (三重福德店),4.7/5,https://www.foodpanda.com.tw/restaurant/f3cy/f3cy
146,土味傳統手工豆花,4.7/5,https://www.foodpanda.com.tw/restaurant/f4nw/f4nw
147,C. SHOP 西點小舖,4.6/5,https://www.foodpanda.com.tw/restaurant/f1mv/c-shop-
148,熊果園 風格.茶飲,4.6/5,https://www.foodpanda.com.tw/restaurant/f0al/f0al
149,桶一天下 (三重五華店),4.6/5,https://www.foodpanda.com.tw/restaurant/f7za/f7za
150,家鄉碳烤雞排 (三重三和店),4.5/5,https://www.foodpanda.com.tw/restaurant/f7cm/f7cm
151,路邊攤仔炒燴飯麵,4.4/5,https://www.foodpanda.com.tw/restaurant/f9by/f9by
152,龍寶咖啡,4.4/5,https://www.foodpanda.com.tw/restaurant/f0tw/f0tw
153,三和大盤熱炒 (三重自強店),4.3/5,https://www.foodpanda.com.tw/restaurant/f7zx/f7zx
154,錢錦涮涮鍋 (三重集美店),4.3/5,https://www.foodpanda.com.tw/restaurant/f4aa/f4aa
155,黑仔去骨麻辣鹹水雞,4.3/5,https://www.foodpanda.com.tw/restaurant/f3mb/f3mb
156,台灣芒果冰專賣店,4.2/5,https://www.foodpanda.com.tw/restaurant/f2ms/f2ms
157,店長鴨血 (三重三民店),4.2/5,https://www.foodpanda.com.tw/restaurant/f3jm/f3jm
158,好食雞鹹水雞,4.1/5,https://www.foodpanda.com.tw/restaurant/f4rm/f4rm
159,咖哩殿,4月5日,https://www.foodpanda.com.tw/restaurant/f9qe/f9qe
160,秧米三蘆店,4月5日,https://www.foodpanda.com.tw/restaurant/f3jc/f3jc
161,雞泰鹹水雞 (泰式雞) (新北三重店),4月5日,https://www.foodpanda.com.tw/restaurant/f2ou/f2ou
162,發現義大利麵,3.9/5,https://www.foodpanda.com.tw/restaurant/f9au/f9au
163,龍門520串燒,3.8/5,https://www.foodpanda.com.tw/restaurant/f7gu/-520-
